,max_scq
101,106.6995624307983
102,113.09569194300768
103,111.69088243972229
104,107.29381903281207
105,66.93472668247746
106,119.25045150504938
107,94.8844743205892
108,96.25597006162012
109,109.09279375608111
110,109.25943397492532
111,95.91724948830225
112,107.0145377527388
113,88.03094168653278
114,91.88709761088508
115,101.51952180116086
116,81.73978699635535
117,99.42397979900508
118,130.75711278952366
119,93.10997212217876
120,123.79902651155574
121,76.67193463275642
122,116.92370261418446
123,110.53787695135132
124,118.33329294292082
125,124.77589121458591
126,103.97099604667315
127,105.28514115038762
128,120.86958892187228
129,124.11638180601948
130,126.75156482795637
131,79.87017422847902
132,98.83093099597392
133,76.45384769802483
134,112.27926947198128
135,109.66447913545494
136,108.18468083545055
137,94.13433808884263
138,95.91724948830225
139,81.7402116162105
140,104.5671734063205
141,92.01742620462667
142,103.97099604667315
143,115.204674181094
144,76.45384769802483
145,104.93013687898618
146,94.8844743205892
147,92.34339630832021
148,122.79781608646482
149,109.12315411583624
150,96.59478869192985
