run,qrels,p,all,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
bm25_5,misinfo-qrels-graded.helpful-only,0.95,0.0922,0.0272,0.0507,0.0186,0.0000,0.0000,0.4124,0.1210,0.0497,0.1641,0.0304,0.1388,0.0010,NA,0.0332,0.0465,NA,0.0130,0.0565,NA,0.0620,0.0298,0.1196,NA,NA,NA,NA,0.2898,0.0424,0.0340,NA,0.1057,0.0737,0.0157,0.1638,NA,0.0049,0.1605,NA,0.2511,0.0974,NA,NA,0.1120,0.2896,0.0339,0.1683,NA,NA,0.0094
bm25_5,misinfo-qrels-graded.harmful-only,0.95,0.0788,0.0061,0.1995,0.0159,0.1610,0.0184,0.0000,0.0090,0.1647,0.0669,0.0069,0.1285,0.3065,NA,0.0128,0.0000,NA,0.0000,0.0000,NA,0.0000,0.0032,0.0321,NA,NA,NA,NA,NA,0.5960,0.0048,NA,0.0000,0.0598,NA,0.2190,NA,0.0000,0.4489,NA,0.0001,0.0000,NA,NA,0.0609,0.0000,NA,0.0000,NA,NA,0.0000
bm25_orig_1,misinfo-qrels-graded.helpful-only,0.95,0.1279,0.0029,0.0102,0.1129,0.0358,0.0000,0.3268,0.3186,0.0000,0.1313,0.3541,0.2125,0.1013,NA,0.0283,0.0912,NA,0.1968,0.0719,NA,0.1158,0.0552,0.2272,NA,NA,NA,NA,0.1657,0.0770,0.0055,NA,0.0469,0.0102,0.0275,0.1154,NA,0.2107,0.2103,NA,0.0178,0.1047,NA,NA,0.0901,0.3754,0.0652,0.5045,NA,NA,0.0580
bm25_orig_1,misinfo-qrels-graded.harmful-only,0.95,0.1040,0.0055,0.1059,0.1951,0.0959,0.0000,0.0000,0.0000,0.0000,0.2823,0.0408,0.3287,0.2718,NA,0.0124,0.0001,NA,0.0606,0.0007,NA,0.0103,0.0000,0.1020,NA,NA,NA,NA,NA,0.7652,0.0024,NA,0.0000,0.0443,NA,0.1930,NA,0.0000,0.3276,NA,0.2096,0.0000,NA,NA,0.2735,0.0000,NA,0.0001,NA,NA,0.0000
bm25_orig_2,misinfo-qrels-graded.helpful-only,0.95,0.1047,0.0185,0.0146,0.0878,0.0000,0.0060,0.2028,0.1080,0.0000,0.3293,0.0000,0.0252,0.0574,NA,0.0613,0.0792,NA,0.3002,0.0511,NA,0.0309,0.0650,0.0872,NA,NA,NA,NA,0.1567,0.0744,0.0449,NA,0.1603,0.0213,0.0612,0.1081,NA,0.4721,0.1079,NA,0.0032,0.0069,NA,NA,0.1054,0.4091,0.1825,0.1434,NA,NA,0.0840
bm25_orig_2,misinfo-qrels-graded.harmful-only,0.95,0.1175,0.0051,0.1687,0.1464,0.1612,0.0273,0.0000,0.0114,0.0000,0.0931,0.0199,0.2937,0.1677,NA,0.0892,0.0046,NA,0.1821,0.0009,NA,0.0029,0.0001,0.1465,NA,NA,NA,NA,NA,0.7741,0.0071,NA,0.0000,0.0164,NA,0.1358,NA,0.0000,0.6463,NA,0.2537,0.0000,NA,NA,0.3758,0.0000,NA,0.0000,NA,NA,0.0311
bm25_orig_3,misinfo-qrels-graded.helpful-only,0.95,0.1251,0.1635,0.1010,0.0061,0.0000,0.0001,0.3659,0.1528,0.0000,0.0786,0.0822,0.1282,0.0573,NA,0.1501,0.0878,NA,0.1032,0.0806,NA,0.1113,0.0228,0.1300,NA,NA,NA,NA,0.0301,0.1227,0.0442,NA,0.0946,0.0083,0.1472,0.2242,NA,0.4682,0.1650,NA,0.2067,0.1498,NA,NA,0.0000,0.4514,0.1417,0.1583,NA,NA,0.1438
bm25_orig_3,misinfo-qrels-graded.harmful-only,0.95,0.0765,0.0198,0.0430,0.1318,0.0989,0.0000,0.0000,0.0191,0.0000,0.1225,0.3778,0.0773,0.2383,NA,0.0040,0.0104,NA,0.0512,0.0101,NA,0.0776,0.0000,0.0279,NA,NA,NA,NA,NA,0.2938,0.0082,NA,0.0000,0.2496,NA,0.1400,NA,0.0000,0.3544,NA,0.0706,0.0000,NA,NA,0.0000,0.0000,NA,0.0000,NA,NA,0.0227
bm25_orig_4,misinfo-qrels-graded.helpful-only,0.95,0.1246,0.0976,0.0210,0.0481,0.0689,0.1386,0.4034,0.3439,0.0000,0.1715,0.1137,0.1356,0.0581,NA,0.0098,0.0462,NA,0.3728,0.1972,NA,0.0864,0.0722,0.0501,NA,NA,NA,NA,0.2805,0.1672,0.0230,NA,0.0885,0.0011,0.0102,0.0049,NA,0.3589,0.1376,NA,0.0516,0.2189,NA,NA,0.1121,0.3348,0.0317,0.0275,NA,NA,0.0774
bm25_orig_4,misinfo-qrels-graded.harmful-only,0.95,0.0995,0.0027,0.0405,0.3378,0.1324,0.0740,0.0000,0.0057,0.0000,0.0244,0.3084,0.3213,0.2045,NA,0.1248,0.0000,NA,0.1121,0.0022,NA,0.0000,0.0000,0.0185,NA,NA,NA,NA,NA,0.3266,0.0251,NA,0.0000,0.0076,NA,0.0041,NA,0.0000,0.6008,NA,0.0436,0.0000,NA,NA,0.4609,0.0000,NA,0.0008,NA,NA,0.0041
