run,qrels,p,all,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
bm25_orig_RC1_4,misinfo-qrels-graded.harmful-only,0.95,0.0558,0.0051,0.0044,NA,0.0000,NA,0.1301,0.0015,0.0000,0.0005,0.0000,NA,NA,0.0000,0.2580,0.0000,0.0000,0.0386,0.0000,0.2412,0.1068,NA,0.0313,NA,NA,0.0746,NA,0.1789,0.0000,NA,0.0000,0.0708,NA,NA,NA,NA,NA,NA,0.0343,0.0001,0.1295,0.0002,NA,0.0000,0.2733,0.1554,NA,0.0000,NA,0.0479,0.0032
bm25_orig_RC1_5,misinfo-qrels-graded.helpful-only,0.95,0.2142,0.2232,0.7012,0.5080,0.1594,0.7079,0.1649,0.0064,0.7476,0.1423,0.0065,0.8584,0.0210,0.4352,0.1553,0.0265,0.0802,0.2853,0.1497,0.1627,0.0658,0.1749,0.0167,0.8795,0.0118,0.0418,0.7223,0.0010,0.0000,0.0231,0.2818,0.0301,0.1230,NA,0.0900,NA,0.0000,0.1004,0.1120,0.0000,0.0643,0.0093,0.3886,0.0000,0.2998,0.0170,NA,0.0003,NA,0.0146,0.8437
bm25_orig_RC1_5,misinfo-qrels-graded.harmful-only,0.95,0.0390,0.0000,0.0820,NA,0.0000,NA,0.0014,0.0000,0.1889,0.0002,0.0000,NA,NA,0.0006,0.1468,0.0000,0.0000,0.0608,0.0000,0.0186,0.0050,NA,0.0059,NA,NA,0.3003,NA,0.0736,0.0154,NA,0.0000,0.0217,NA,NA,NA,NA,NA,NA,0.0000,0.0003,0.0000,0.0000,NA,0.0000,0.0391,0.1519,NA,0.0000,NA,0.1337,0.0008
bm25_orig_C1_1,misinfo-qrels-graded.helpful-only,0.95,0.2244,0.2338,0.3861,0.3897,0.1096,0.6383,0.0085,0.2549,0.3967,0.2759,0.0009,0.5069,0.0714,0.3490,0.1245,0.0119,0.5255,0.5559,0.4499,0.0139,0.1936,0.2290,0.2891,0.3118,0.0083,0.0853,0.5936,0.0001,0.0167,0.0127,0.2168,0.0764,0.0090,NA,0.3588,NA,0.1262,0.1059,0.1378,0.0188,0.1047,0.1391,0.3886,0.0000,0.0001,0.0083,NA,0.8192,NA,0.0795,0.6897
bm25_orig_C1_1,misinfo-qrels-graded.harmful-only,0.95,0.0758,0.0000,0.1004,NA,0.0000,NA,0.0444,0.0002,0.0000,0.0204,0.0000,NA,NA,0.4457,0.1419,0.0000,0.0000,0.1720,0.0000,0.1787,0.1047,NA,0.0000,NA,NA,0.2025,NA,0.0152,0.2020,NA,0.0000,0.0051,NA,NA,NA,NA,NA,NA,0.0529,0.0001,0.1379,0.0000,NA,0.0000,0.0178,0.1931,NA,0.0046,NA,0.3847,0.0000
bm25_orig_C1_2,misinfo-qrels-graded.helpful-only,0.95,0.2760,0.1919,0.2477,0.5223,0.1755,0.5889,0.2674,0.2911,0.0989,0.1716,0.0085,0.7734,0.0263,0.2195,0.1669,0.0171,0.0682,0.4897,0.1912,0.0046,0.4451,0.1699,0.2342,0.6412,0.0118,0.0186,0.8629,0.0677,0.0011,0.4114,0.1350,0.2552,0.7589,NA,0.8262,NA,0.0444,0.0080,0.6055,0.1428,0.0581,0.0224,0.8277,0.0000,0.6147,0.0128,NA,0.9106,NA,0.0524,0.0350
bm25_orig_C1_2,misinfo-qrels-graded.harmful-only,0.95,0.0825,0.0000,0.0038,NA,0.0000,NA,0.0243,0.0032,0.1228,0.0689,0.0000,NA,NA,0.0571,0.0643,0.0000,0.0000,0.3029,0.0000,0.6438,0.0670,NA,0.2049,NA,NA,0.2385,NA,0.1789,0.0064,NA,0.0005,0.0527,NA,NA,NA,NA,NA,NA,0.1074,0.0002,0.0171,0.0000,NA,0.0000,0.1986,0.1180,NA,0.0022,NA,0.1461,0.0118
bm25_orig_C1_3,misinfo-qrels-graded.helpful-only,0.95,0.2527,0.3760,0.7012,0.2714,0.2217,0.6647,0.0777,0.0342,0.0254,0.2646,0.0627,0.4461,0.0631,0.2214,0.3258,0.1969,0.6681,0.7308,0.5085,0.0267,0.1853,0.1285,0.2253,0.2608,0.0000,0.0813,0.0000,0.0010,0.0199,0.2620,0.1887,0.0038,0.9301,NA,0.3990,NA,0.0000,0.0134,0.2041,0.0336,0.0000,0.9266,0.0696,0.0000,0.3772,0.0116,NA,0.4424,NA,0.3421,0.6287
bm25_orig_C1_3,misinfo-qrels-graded.harmful-only,0.95,0.0501,0.0000,0.0820,NA,0.0000,NA,0.0034,0.0017,0.0137,0.0007,0.0000,NA,NA,0.0000,0.0854,0.0000,0.0000,0.2063,0.0000,0.2044,0.0363,NA,0.2051,NA,NA,0.2835,NA,0.0736,0.0026,NA,0.0003,0.0000,NA,NA,NA,NA,NA,NA,0.0282,0.0000,0.0000,0.0000,NA,0.0000,0.0822,0.1282,NA,0.0095,NA,0.0479,0.1070
bm25_orig_C1_4,misinfo-qrels-graded.helpful-only,0.95,0.2159,0.2423,0.3583,0.3590,0.1401,0.2168,0.1774,0.0522,0.6162,0.1549,0.2743,0.3582,0.0123,0.2267,0.2026,0.1642,0.0914,0.2280,0.1497,0.1730,0.0274,0.1589,0.2404,0.2081,0.0000,0.0002,0.0732,0.0352,0.0001,0.0007,0.1697,0.0230,0.0762,NA,0.5939,NA,0.0000,0.0007,0.0949,0.1269,0.0793,0.7017,0.8597,0.0068,0.2999,0.0170,NA,0.9317,NA,0.3183,0.6915
bm25_orig_C1_4,misinfo-qrels-graded.harmful-only,0.95,0.0309,0.0000,0.2170,NA,0.0000,NA,0.0369,0.0015,0.0000,0.0001,0.0000,NA,NA,0.0004,0.0233,0.0000,0.0000,0.3298,0.0000,0.0031,0.0068,NA,0.0000,NA,NA,0.0004,NA,0.0001,0.0007,NA,0.0006,0.0462,NA,NA,NA,NA,NA,NA,0.0311,0.0000,0.0000,0.0000,NA,0.0000,0.0433,0.1519,NA,0.0001,NA,0.0952,0.0001
bm25_orig_C1_5,misinfo-qrels-graded.helpful-only,0.95,0.2124,0.1659,0.3335,0.4021,0.1594,0.2704,0.0062,0.0064,0.6150,0.0761,0.0236,0.8584,0.0819,0.4428,0.2987,0.0020,0.0243,0.2853,0.2300,0.0198,0.0658,0.1176,0.1885,0.3131,0.0387,0.0090,0.2900,0.0000,0.0000,0.0117,0.2529,0.0010,0.7566,NA,0.4682,NA,0.0159,0.0002,0.0002,0.0312,0.1181,0.1484,0.9421,0.0000,0.0655,0.0121,NA,0.7541,NA,0.0244,0.8437
bm25_orig_C1_5,misinfo-qrels-graded.harmful-only,0.95,0.0502,0.0000,0.0603,NA,0.0000,NA,0.0000,0.0000,0.1889,0.0600,0.0000,NA,NA,0.1877,0.0402,0.0000,0.0000,0.0608,0.0000,0.3627,0.0050,NA,0.0011,NA,NA,0.1156,NA,0.0000,0.0000,NA,0.0001,0.0000,NA,NA,NA,NA,NA,NA,0.0000,0.0000,0.1786,0.0001,NA,0.0000,0.0762,0.1554,NA,0.0000,NA,0.1129,0.0008
