run,topic,ndcg_cut_5,ndcg_cut_10,ndcg_cut_15,ndcg_cut_20,ndcg_cut_30,ndcg_cut_100,ndcg_cut_200,ndcg_cut_500,ndcg_cut_1000
minilm_2022,151,0.0000,0.0000,0.0000,0.0000,0.0000,0.2012,0.2012,0.2012,0.3082
minilm_2022,152,0.0000,0.0000,0.0000,0.0000,0.0000,0.0491,0.0840,0.1253,0.1523
minilm_2022,153,0.4913,0.4634,0.3593,0.3679,0.3292,0.3359,0.4366,0.5608,0.6125
minilm_2022,154,0.1461,0.1610,0.2185,0.2154,0.1880,0.1477,0.1878,0.2921,0.4427
minilm_2022,155,0.2796,0.3947,0.3938,0.3728,0.4109,0.4447,0.5302,0.6142,0.6287
minilm_2022,156,0.4693,0.4693,0.4693,0.4693,0.4693,0.4693,0.4693,0.4693,0.4693
minilm_2022,157,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
minilm_2022,158,0.0730,0.0474,0.0367,0.0328,0.0416,0.1135,0.1580,0.2141,0.2908
minilm_2022,159,0.5296,0.6630,0.6926,0.6789,0.6047,0.4535,0.4773,0.6526,0.7500
minilm_2022,160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0374,0.0702,0.1288
minilm_2022,161,0.5065,0.4646,0.4646,0.4646,0.4646,0.5103,0.5103,0.5387,0.5387
minilm_2022,162,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1088
minilm_2022,163,0.0000,0.0444,0.0375,0.0329,0.1152,0.1252,0.1480,0.2277,0.2533
minilm_2022,164,0.4704,0.3786,0.2935,0.2443,0.2233,0.2914,0.2914,0.3240,0.3785
minilm_2022,167,0.0000,0.0913,0.1082,0.1432,0.1378,0.1850,0.2203,0.2808,0.3170
minilm_2022,168,0.1461,0.0948,0.0735,0.0952,0.0977,0.1050,0.1308,0.2586,0.3287
minilm_2022,170,0.1726,0.2210,0.2667,0.2794,0.2834,0.3006,0.2672,0.3501,0.4587
minilm_2022,173,0.4852,0.4506,0.3493,0.2908,0.3288,0.4354,0.5438,0.6094,0.6238
minilm_2022,175,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0815,0.1165,0.1165
minilm_2022,177,0.0000,0.1267,0.1267,0.1267,0.1267,0.1267,0.1267,0.1267,0.1267
minilm_2022,178,0.0000,0.0000,0.0000,0.0340,0.0340,0.0340,0.1130,0.2393,0.2863
minilm_2022,179,0.3082,0.2367,0.2053,0.2682,0.2448,0.2677,0.3297,0.4782,0.5457
minilm_2022,181,0.0000,0.0000,0.0000,0.0000,0.1037,0.2665,0.2665,0.2665,0.2665
minilm_2022,183,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
minilm_2022,184,0.2544,0.2110,0.1835,0.1643,0.1384,0.1544,0.1836,0.3421,0.4949
minilm_2022,185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
minilm_2022,186,0.0000,0.0000,0.0342,0.0295,0.0634,0.1570,0.1926,0.2331,0.3657
minilm_2022,187,0.1461,0.0948,0.0735,0.0612,0.0470,0.0805,0.1235,0.1718,0.2911
minilm_2022,188,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0410
minilm_2022,189,0.4351,0.3766,0.3815,0.3297,0.4084,0.4827,0.4827,0.5088,0.5210
minilm_2022,190,0.0000,0.0367,0.0320,0.0320,0.0320,0.0472,0.0472,0.0472,0.0569
minilm_2022,192,0.0000,0.0985,0.0822,0.0717,0.0764,0.1954,0.2640,0.3640,0.4155
minilm_2022,193,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0621,0.1150,0.1627
minilm_2022,194,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0674
minilm_2022,195,0.0000,0.0000,0.0595,0.0595,0.2007,0.2007,0.2007,0.2268,0.2954
minilm_2022,197,0.0000,0.0521,0.1201,0.1611,0.2110,0.1380,0.1211,0.1903,0.2399
minilm_2022,199,0.0000,0.0000,0.0000,0.0000,0.0000,0.1186,0.2044,0.2044,0.2044
minilm_2022,all,0.1328,0.1399,0.1368,0.1358,0.1454,0.1740,0.2025,0.2546,0.3051
