topic,harmful_at_100
101,0.35
102,0.48
103,0.38
104,0.49
105,0.11
106,0.0
107,0.01
108,0.09
109,0.24
110,0.48
111,0.4
112,0.46
114,0.05
115,0.01
117,0.02
118,0.02
120,0.01
121,0.0
122,0.07
128,0.69
129,0.01
131,0.0
132,0.27
134,0.07
136,0.0
137,0.1
139,0.45
140,0.0
143,0.19
144,0.0
146,0.0
149,0.0
