topic,harmful_at_10
151,0.3
152,0.0
153,0.7
154,0.3
155,0.3
156,0.0
157,0.0
158,0.2
159,0.7
160,0.0
161,0.1
162,0.0
163,0.0
164,0.2
167,0.3
168,0.0
170,0.5
173,0.3
175,0.0
177,0.1
178,0.0
179,0.4
181,0.1
183,0.0
184,0.0
185,0.0
186,0.4
187,0.0
188,0.0
189,0.3
190,0.1
192,0.3
193,0.0
194,0.0
195,0.2
197,0.2
199,0.0
