topic,harmful_at_100
151,0.09
152,0.02
153,0.33
154,0.14
155,0.21
156,0.01
157,0.0
158,0.08
159,0.44
160,0.0
161,0.02
162,0.0
163,0.05
164,0.06
167,0.09
168,0.08
170,0.33
173,0.11
175,0.0
177,0.01
178,0.01
179,0.25
181,0.03
183,0.0
184,0.15
185,0.0
186,0.08
187,0.03
188,0.0
189,0.13
190,0.02
192,0.14
193,0.0
194,0.0
195,0.04
197,0.13
199,0.01
