topic,harmful_at_100
1,0.0
2,0.1
4,0.0
6,0.01
7,0.0
8,0.02
9,0.01
10,0.0
13,0.05
14,0.12
15,0.0
16,0.0
17,0.13
18,0.0
19,0.23
20,0.02
22,0.01
25,0.16
27,0.05
28,0.03
30,0.0
31,0.01
38,0.01
39,0.0
40,0.02
41,0.0
43,0.0
44,0.02
45,0.12
47,0.0
49,0.17
50,0.03
